;id;nom;elo
0;2246266.0;VOLCANIA DE DYPP;1542.1999770063555
1;2238802.0;VICTOIRE SPEED;1483.5283976941055
2;2280522.0;VELLA BLUE;1545.011475253881
3;2275203.0;VENUS HAUFOR;1488.30676634914
4;2270651.0;VOICE DREAM;1559.1448819954137
5;2247599.0;VICKY DU MIREL;1442.3182584936426
6;2297435.0;VESTA D'OCCAGNES;1484.7339509230032
7;2243084.0;VALENTINA JIEL;1492.4519055954602
8;2262908.0;VENISE QUESNOT;1445.087163250298
9;2278507.0;VALSE D'AVIGNERE;1542.305015629804
10;2244544.0;VENUS DE NEULLIAC;1457.9495996173098
11;2253154.0;VASSILIA D'EREVAN;1507.8362752404944
12;2260820.0;VICTORIA EMPRESS;1567.7012331373053
13;2253190.0;VOILE MARINE;1483.3085153483069
14;2312974.0;VISTA DU GADE;1544.3638322875634
15;2298616.0;VANY DES LOYAUX;1516.5629961854474
16;2289190.0;VALSE DU PIRAI;1526.303879003679
17;2284495.0;VA VOLE DU LYS;1484.4487528379818
18;2202940.0;UMANGA;1496.7831300841774
19;2205500.0;AMIRAL D'INVERNE;1481.7988996381437
20;2226440.0;UTELLO DE CHAMBE;1450.7006615936757
21;2191875.0;NEXT WIND;1446.510488026387
22;2163184.0;TITANE NORDIQUE;1577.3301608250747
23;2239560.0;URIDO D'ALBAN;1549.3712481558014
24;2114189.0;RITE KEY;1486.9163233222657
25;2181141.0;ULYSSE DU CHENE;1492.1812855774683
26;2114668.0;THESSALIENNE;1531.2190747150821
27;2092545.0;TIP TOP D'EURVAD;1490.3200745325603
28;2129572.0;TENOR COURTAMBLAY;1521.662806749902
29;2160776.0;OVERLAND GAR;1473.5183634455495
30;2173253.0;JOKER STURSK;1510.3788270286861
31;2155573.0;ORCHETTO JET;1487.2941419396325
32;2185661.0;UDO'S OILER;1503.858044419464
33;2125752.0;TOBROUK DE PAYRE;1517.28903638569
34;2164772.0;UMBERTO DE NACRE;1546.1260644159313
35;2367656.0;AMIZARA;1504.5576267532279
36;2317089.0;ANNEE DE BANNES;1465.9157263832278
37;2300772.0;ASTUCE CLAYETTOISE;1513.5216876756306
38;2330651.0;AMOURETTE ROSE;1460.181639730889
39;2353971.0;AUDACIEUSE FOUTEAU;1463.8483376544348
40;2285168.0;ALL STAR ROC;1480.860141250333
41;2329770.0;AROMA;1484.1809183274963
42;2316852.0;ARABOLE DU VARLET;1468.3128659383055
43;2325542.0;AMETHYSTE JIEL;1515.4066654601882
44;2330656.0;AFFABLE D'OCCAGNES;1449.0127318217583
45;2315489.0;ASTUCE DU BAS BOSQ;1480.696651303734
46;2355422.0;ANITA DE L'EPINAY;1498.7887079708325
47;2331534.0;AUBE D'ORTIGE;1451.518404330492
48;2320140.0;ARIA DEL GREEN;1468.4709068455961
49;2318018.0;ANNA LAURA;1462.8526319022908
50;2318650.0;ANNEES FOLLES;1515.6332250819319
51;2389140.0;BELLE LOUISE MABON;1544.462645399704
52;2372291.0;BELLE DE REUX;1509.4527745017554
53;2384706.0;BRIDGET LANDEMER;1497.4241023115762
54;2359141.0;BAKELITE D'ECHAL;1487.5881131202984
55;2385555.0;BAIADERA;1503.8647742817363
56;2352638.0;BRIGADE DARCHE;1451.4018338761714
57;2380537.0;BLUE STORY;1560.894667487942
58;2385764.0;BELIEVE SEVEN;1533.541423542608
59;2341853.0;BELLY CHARM;1504.3045519365862
60;2356026.0;BRUNA DES BOSC;1489.8461538461538
61;2346363.0;BODEGA DU BOCAGE;1501.1374237597834
62;2365632.0;BELLE DU HOULME;1514.9773102755125
63;2342873.0;BELLE D'HONNEUR;1463.9530688019654
64;2281703.0;VIKING DE BRAYE;1491.0086578017217
65;2263957.0;VOYOU DELADOU;1449.0888784730728
66;2295095.0;VIVE ALI;1493.7450059076327
67;2287677.0;VA VITE DE CARO;1463.8217010193084
68;2279340.0;VASTAGO DU CLOSET;1531.8712003247597
69;2280575.0;VAGABOND DE MAIL;1438.6246384528986
70;2255864.0;VESTERN;1516.7779386148563
71;2297529.0;VIF DE DOMPIERRE;1489.0837194948244
72;2265651.0;VALENTINO D'OR;1517.8603097439582
