;id;nom;elo
0;2410353.0;BRAQUEUR DE BRAY;1450.5954832151795
1;2392855.0;BLACK HOLE SUN;1486.4095839317265
2;2368443.0;BLUEBERRY DE COUET;1523.3963678834662
3;2375355.0;BOLIDE JIEL;1492.4178866997743
4;2374477.0;BONCHAMP GEDE;1556.251103885761
5;2359346.0;BISTROT;1501.290588839109
6;2387525.0;BILBAO BOY;1488.0031123846575
7;2366409.0;BALOU DU PAOU;1503.2990601990741
8;2372507.0;BLASON DU BOSQUET;1496.5024253751592
9;2341955.0;BALVA MONTAVAL;1472.1188589478584
10;2318608.0;AIR FRAME;1526.5359790051061
11;2350577.0;AKIDO;1581.332623437335
12;2291118.0;DONNA DI QUATTRO;1508.341522703134
13;2362034.0;BOCCADOR DE SIMM;1499.6687814125296
14;2323273.0;ALPINE DU RIB;1483.7280310214664
15;2325159.0;APPRENTI SORCIER;1502.0169416271858
16;2333766.0;AMIRAL DU BISSON;1572.3863279297661
17;2338571.0;AKAYAMA;1491.9067498132492
18;2320401.0;ARCHANGEL AM;1526.087525016181
19;2363515.0;SEVERINO (ITY);1474.2825555709412
20;2296817.0;REMBER MAIL;1494.6647734883968
21;2320554.0;ALEXIA;1484.5558498673533
22;2339588.0;SATCHMO AS;1485.2520211804615
23;2352977.0;UNIK TAMSEN;1476.0595273682536
24;2353347.0;SOGNO D'AMORE;1485.2520211804615
25;2360720.0;BLUES D'OURVILLE;1511.0599010141336
26;2317722.0;AVRIL PECCAU;1449.8737939880011
27;2380448.0;ADOUR;1499.2534602725761
28;2315021.0;ALADIN DE MESLAY;1447.5830903158117
29;2323269.0;AMIGO LAND;1500.0789159248034
30;2378774.0;ADORABLE FOUTEAU;1498.6753733029884
31;2377073.0;ARTIST KELAU;1519.129603259527
32;2325111.0;AMARDO;1498.37994536411
33;2307790.0;ARAGUS DE GUEZ;1476.777254854568
34;2339252.0;ALTONICO;1534.6927389126279
35;2336652.0;ALPHA JET DU CAIEU;1522.2005465399006
36;2353825.0;ARNOLD FOUTEAU;1460.0699902489846
37;2250753.0;UNO DU MESNIL;1495.874318077921
38;2264015.0;VIVIEN PEO;1500.0000353494772
39;2247592.0;VIVAT DE VOUEDE;1468.518720537201
40;2247814.0;VERNOUILLET;1492.5991585031566
41;2267310.0;UNITED POINIERE;1483.5114186077171
42;2261676.0;VENTO;1476.8131604162497
43;2242317.0;VOLUTE DE CLERMONT;1515.3488233725016
44;2270616.0;VOLCAN DE JAUDRAIS;1506.1947272060615
45;2295576.0;VOSS RINGEAT;1527.95591846558
46;2232887.0;ULA DE NAVARY;1442.6234511496286
47;2284495.0;VA VOLE DU LYS;1482.0682256163784
48;2277949.0;VERTIGE DE CHENU;1473.9315622537201
49;2281511.0;VENISE GIRL;1497.953967814143
50;2249083.0;UP NANIE;1471.154934374977
51;2182387.0;UCCELLO SOMOLLI;1452.9073026772605
52;2205893.0;UNO DANCER;1555.8632830087004
53;2229737.0;VICO DU PETIT ODON;1496.4259827749404
54;2235646.0;VIC DU POMMEREUX;1524.4281920034184
55;2428776.0;CEDEA JOSSELYN;1567.9411689388946
56;2394241.0;CREPE DE SATIN;1523.289907335022
57;2409542.0;COME ON JET;1485.5871589999708
58;2396457.0;CITY LIFE;1460.5015495170928
59;2402478.0;CHAOLITA CHEF;1486.9705203725694
60;2410080.0;CALIE DE PEBRISY;1480.48438342308
61;2421161.0;CALENCIA;1531.2311008840118
62;2426160.0;COMTESSE DE LATZ;1513.3427575768355
63;2394113.0;COSETTE;1459.5060627128476
64;2437881.0;CLASS DE LORIOL;1523.277543868021
65;2407047.0;CHICA DE JOUDES;1508.0917881342293
66;2417690.0;CORAL SEA;1480.831775968874
67;2347416.0;ANITA DE NOYELLES;1491.8667704547895
68;2343346.0;AMBRA SOMOLLI;1526.8212591440397
69;2313830.0;ALTESSE STORY;1466.3079908732125
70;2312993.0;ARMESS DE GUEZ;1523.8510980383667
71;2378778.0;AURA NORMANDE;1570.8886563945841
72;2346347.0;AMALIA;1483.1568580725555
73;2319221.0;ALIENOR DE ROCHE;1474.2256826488017
74;2286596.0;AZIZA DJOB;1488.6782568563526
75;2315058.0;AROSA DU BOUILLON;1493.966464924008
76;2288474.0;ALINE DE TOUCHYVON;1463.9950575229302
77;2388443.0;BALZAC DE L'ITON;1578.3364514980512
78;2356022.0;BIJOU DE FIRFOL;1510.2536797919654
79;2367659.0;BOLERO D'HOULBEC;1554.0991750603139
80;2371056.0;BONZAI DES BORDES;1516.6869411770829
81;2417979.0;BEST ATOUT;1475.4770026886429
82;2401731.0;BLE DU GERS;1532.0674866660042
83;2393974.0;BEL URZY;1557.1204748757782
84;2362361.0;BINGO DU VIVIER;1516.6236979726034
85;2392594.0;BRANDEIS JET;1541.0931799399648
86;2377015.0;BRIO DE FAVEROL;1504.2886434060651
87;2386965.0;BAHIZ DE FLORANGE;1469.4186347348252
88;2365685.0;BALDWIN JET;1470.942441351817
89;2352352.0;BIR HAKEIM;1523.137749442135
90;2352580.0;BEST DES JACQUETS;1490.429953031383
91;2356024.0;BOSS DE HOUELLE;1491.7365295359402
92;2376200.0;BY AND BY;1512.9639870233727
93;2456746.0;DHIKTI VEDAQUAIS;1591.4077417451335
94;2453967.0;DOLLAR DU VIVIER;1511.6578130013008
95;2456748.0;DOUGLAS BEACH;1468.9176127245405
96;2453921.0;DREAM DE LA LOGE;1459.881599138154
97;2455715.0;DREAMER DELO;1535.2221784830524
98;2441573.0;DESIR DU BOIS;1517.430834780639
99;2447184.0;DELICE DU WALLON;1493.4736750006723
100;2440810.0;DANIEL BON;1519.1709192937808
101;2441522.0;DONALD D'OCCAGNES;1524.9570302171971
102;2448763.0;DRIVERIGO D'EAM;1494.8598094957624
103;2439977.0;DAGOBERT DE GIGUE;1539.426400386893
104;2439996.0;DAMIRO MANATHIS;1487.5437483351318
105;2199820.0;UBU DU METZ;1497.5862631473913
106;2242344.0;VERSION STAR'S;1503.7964060694433
107;2226195.0;URANIUM DU CALICE;1450.9665767567199
108;2229023.0;UN PEU PLUS;1527.0346249840773
109;2268330.0;VIVALDI D'AMBOISE;1559.0792467758104
110;2160588.0;UN AMOUR DE NAPPES;1500.3293404556275
111;2171599.0;UBER DES RACQUES;1498.5659318087514
112;2215863.0;USLERO D'OSNY;1487.672339414407
113;2176380.0;UPAS PERRINE;1483.0074303305246
114;2237572.0;VOLCAN VENESI;1491.217453978517
115;2230513.0;VISO VEDAQUAIS;1451.5564644257745
116;2270293.0;VANYCHOF;1461.1086206957175
117;2222736.0;UNO DE GUINETTE;1534.3107443867248
118;2202255.0;UVARIO;1509.738023426071
119;2186028.0;UTINKA SELLOISE;1522.3927873646196
120;2457538.0;MISNOMER;1511.0
121;2457541.0;HAIZI'S DAIZY;1505.0
122;2455407.0;BASEBALL HATTIE;1507.0
123;2457537.0;EXHALTED;1498.584992371422
124;2337195.0;CALICO;1489.2498517202503
125;2440282.0;GRAND CHRISTINE;1489.1504387731823
126;2364415.0;MAIN ATTRACTION;1508.194420074856
127;2457551.0;SHIMMERING DREAM;1480.7512603812836
128;2456406.0;FOURTEEN;1520.5059056200628
129;2456389.0;RED VELVET LOUNGE;1490.1605515884223
130;2457548.0;SPEED BAY;1497.0
131;2456398.0;THE WILD MISTRESS;1507.5224060944656
132;2406849.0;ALDABARA RUN;1496.3076923076924
133;2408797.0;ORCADIAN FOREST;1497.0416147626033
134;2456391.0;TAKETOTASK;1513.8442631802718
135;2457552.0;WHINKING CASANOVA;1517.838026517883
136;2414931.0;DR MOUSE;1484.106913975425
137;2350709.0;MESSAGEINABOTTLE;1520.141913525859
138;2338851.0;AGILE COMBAT;1490.927733227307
139;2456400.0;CAPTAIN QUICK;1511.5843327830419
140;2457531.0;SEATTLE WARRIOR;1492.6153846153845
141;2456402.0;GOODNIGHT NURSE;1495.800205435596
142;2457532.0;NABUCCO;1506.2389287569129
143;2456367.0;ROCK LIKE JAGGER;1495.529439962767
144;2457536.0;BENJI'S DYNASTY;1488.923076923077
145;2404668.0;ETERNAL WINTER;1499.4158608827397
146;2390019.0;GAUTENG;1511.8148669450193
147;2404671.0;LA MYST;1513.3165515942826
148;2417487.0;BADGER'S BELLE;1471.8905316874361
149;2368395.0;ZEN AND NOW;1486.8098815915232
150;2457528.0;O MOLLY;1491.6
151;2451690.0;BRILLIANT IDEA;1499.1789137114206
152;2457544.0;RUBY DUCHESS;1521.554835788633
153;2457539.0;RED ROUGE;1498.8414622146358
154;2457546.0;ELEGANT ELLE;1489.2
155;2314421.0;SILVER IMAGE;1508.3999999999999
156;2412986.0;CAPSTONE VON KLUH;1503.6
157;2457545.0;WELSH EMPEROR;1505.4416636485814
158;2457553.0;ELEGANT GENT;1496.3999999999999
159;2457555.0;MYSTIC RUNNER;1489.2
160;2457550.0;OREO;1498.8
161;2281050.0;FLY ME OVER;1487.458364372172
162;2310791.0;FAMILIAR CHAT;1491.6
163;2416728.0;NORDIC WIND;1501.2
164;2457556.0;BRIDA;1506.0
165;2419134.0;LUCKY ISLAND;1521.4729217922795
166;2417156.0;OPTION BE;1534.5970638454257
167;2427653.0;INTRINSEQUE;1538.9721615657381
168;2456744.0;CHARLY DES BORDES;1463.2903591383229
169;2389031.0;DUKE IS BACK;1522.5701964562368
170;2425115.0;ROBYX DU DESERT;1475.7455597277788
171;2376254.0;LAS TUNAS;1534.839451509605
172;2435369.0;GOMOR;1476.0534450825655
173;2454687.0;COCODY DU BANCO;1471.6168548614216
174;2389472.0;CACAO D'OLIVATE;1497.7159960930123
175;2454688.0;AKKO DE LA SELLE;1492.8
176;2421647.0;TENGARA;1477.521158104049
177;2442228.0;ESTRALINE;1527.5520997580702
178;2420008.0;LIZETE;1539.2858405268473
179;2435850.0;QUINTE FLUSH;1486.8241851014689
180;2426773.0;NAIADITIQUE;1494.4243438075935
181;2422488.0;MAYBE RIVER;1469.709058432221
182;2398519.0;PETITE GRAVURE;1523.2581599956995
183;2422731.0;LESTER LAW;1471.6144211136707
184;2387920.0;AOMORI;1498.2545454545455
185;2446988.0;AJIB;1498.3790597763348
186;2433508.0;SKYFLIGHT;1507.2041555349174
187;2409527.0;TSAR DU DESERT;1494.7963166871898
188;2428819.0;BROAD PEAK;1468.4872492085537
189;2408727.0;ZANZIPOMME;1486.5667393906613
190;2435368.0;SOLEIL D'ECAJEUL;1476.5732012295964
191;2446193.0;MIRAKEL;1470.841526265496
192;2434102.0;KALISTA;1482.4446805805812
193;2414757.0;CHARLOTTCHOPE;1499.6508510232268
194;2400791.0;BLAK LOVE;1485.940961258487
195;2389750.0;FIRST MOON;1529.7673948238091
196;2404317.0;BLUE MAMBO;1478.990957626361
197;2326221.0;CRAIC;1498.528968095441
198;2358600.0;ALGUAZIL;1485.8003900674987
199;2318693.0;NOT AFRAID;1504.3300123711474
200;2373550.0;BLING BLING BAD;1491.1107137749166
201;2337339.0;MANOLO;1471.9102455451573
202;2342786.0;SPANISH FALCON;1499.6291593559579
203;2362183.0;APOSCALIVIC;1492.3728523470434
204;2338131.0;LADY CALVA;1500.3728523470434
205;2223686.0;LANDA HEIGT;1491.2727272727273
206;2273480.0;MESHA DREAM;1455.982265889389
207;2353114.0;BIG NITWIT;1508.7235527293458
208;2253166.0;TCHERNICHEVA;1498.160534370448
209;2317308.0;ALL IN DE SIVOLA;1527.916063876888
210;2294796.0;IDEE LIBRE;1485.0610434500861
211;2351452.0;DECEPTION ISLAND;1495.3542027793148
212;2357553.0;ALTESSE DU PIN;1498.1298701298701
213;2377293.0;VOIX DU MONT;1509.9501963647774
214;2358988.0;PRETZELLE;1541.132891745123
215;2330551.0;ENERGICA;1521.290841607586
216;2386403.0;BELLE ET RICHE;1507.245358920555
217;2287712.0;PARIS TOUJOURS;1512.3797981054424
218;2311002.0;SUPER BAL;1526.1352013934402
219;2409908.0;FLIGHT ZERO;1546.602405159718
220;2097567.0;ALLESSON;1500.075324675072
221;2374282.0;APELDORNAS;1490.9785907933965
222;2267021.0;OASIS CHARM;1482.688867127537
223;2290428.0;ROYALE CAT;1472.8227104775233
224;2355167.0;BELARISSO;1496.7879812342999
225;2382535.0;PETILUCKY;1476.7486915685793
226;2376603.0;GRINAMIX;1525.2057669714982
227;2205735.0;GARY CHARM;1481.9875335550157
228;2292086.0;PETI KAP;1521.7558474845712
229;2409912.0;VICOMTE D'ANJOU;1494.053051687922
230;2345029.0;FILLE DU SOLEIL;1476.1263039561552
231;2250214.0;FUMSECK;1494.076006920125
232;2325391.0;SIRIUS DU LEMO;1498.916241412625
233;2210239.0;LUNATORIO;1490.6976244033724
234;2254092.0;ATHINEA;1495.640439727824
235;2317439.0;AMAZING COMEDY;1488.5614528349622
236;2317245.0;AVENANT DE SIVOLA;1474.615089299719
237;2401402.0;EVER FOR EVER WS;1533.2090091899834
238;2227439.0;BLOSSOM ENERGY;1471.3872822998944
239;2338045.0;BISHAMON;1484.9070556073916
240;2120915.0;AMALIA BEEMD;1505.1818181818182
241;2294568.0;CANIZARES BOKO;1494.0579125395004
242;2394774.0;EUSEBIO;1480.3303603383554
243;2335908.0;DAPP PRINCEHOF;1490.9957846098018
244;2448429.0;TOSCANINI FONT;1564.5649128788211
245;2346003.0;DEPOSITO;1485.829670089778
246;2363737.0;GAILS YANKEE;1470.6150293739558
247;2394772.0;ERVIN BOKO;1523.2350118873974
248;2448508.0;TANGERINE BI;1494.3000874366205
249;2342425.0;BROER VAN BREMEN;1501.901964537007
250;2379545.0;ELMA WT;1460.2373835790058
251;2393526.0;VELTEN LA VARENNE;1502.1273457534712
252;2407713.0;ERIK L PETNIC;1500.3436029614209
253;2371131.0;CORA VAN TORA;1505.6399416068937
254;2338207.0;BURLESQUE;1496.7604324352437
255;2423425.0;FOREVER KIEVITSHOF;1520.0711439456759
256;2350452.0;CRYPTONITE;1487.3594357421618
